iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness,particle_4_fitness,particle_5_fitness
55,-66.9,-48.02,-65.39,-41.95,-41.95
56,-65.89,-63.66,-64.81,-41.95,-41.95
57,-56.78,-65.65,-68.14,-41.95,-41.95
58,-62.34,-78.74,-65.27,-41.95,-41.95
59,-79.69,-60.59,-64.84,-41.95,-41.95
60,-60.04,-61.85,-58.75,-41.95,-41.95
61,-55.73,-52.78,-57.54,-41.95,-41.95
62,-59.68,-59.16,-56.64,-41.95,-41.95
63,-74.48,-63.27,-56.64,-41.95,-41.95
64,-70.47,-69.61,-56.64,-41.95,-41.95
65,-57.94,-54.6,-59.19,-41.95,-41.95
66,-70.49,-57.08,-58.0,-41.95,-41.95
67,-64.08,-60.57,-56.42,-41.95,-41.95
68,-67.55,-69.37,-63.2,-41.95,-41.95
69,-82.27,-62.19,-59.89,-41.95,-41.95
70,-64.11,-64.8,-59.89,-41.95,-41.95
71,-60.67,-63.87,-58.53,-41.95,-41.95
72,-59.44,-58.36,-55.84,-41.95,-41.95
73,-69.93,-60.24,-57.08,-41.95,-41.95
74,-61.22,-56.54,-55.13,-41.95,-41.95
75,-68.47,-59.83,-57.54,-41.95,-41.95
76,-79.51,-52.59,-58.75,-41.95,-41.95
77,-71.99,-48.3,-57.58,-41.95,-41.95
78,-53.89,-68.73,-58.03,-41.95,-41.95
79,-79.8,-58.46,-58.53,-41.95,-41.95
80,-70.59,-58.52,-55.26,-41.95,-41.95
81,-68.9,-56.72,-54.72,-41.95,-41.95
82,-74.58,-71.42,-58.53,-41.95,-41.95
83,-81.53,-80.53,-58.46,-41.95,-41.95
84,-90.59,-72.34,-63.2,-41.95,-41.95
85,-74.6,-63.87,-57.59,-41.95,-41.95
86,-82.75,-50.26,-64.92,-41.95,-41.95
87,-71.24,-56.23,-57.54,-41.95,-41.95
88,-63.6,-55.75,-56.26,-41.95,-41.95
89,-72.82,-53.57,-62.85,-41.95,-41.95
90,-58.18,-63.19,-56.7,-41.95,-41.95
91,-75.02,-73.43,-57.95,-41.95,-41.95
92,-56.66,-67.7,-57.95,-41.95,-41.95
93,-65.0,-70.8,-58.96,-41.95,-41.95
94,-76.0,-64.14,-58.55,-41.95,-41.95
95,-57.99,-62.71,-58.55,-41.95,-41.95
96,-85.23,-68.73,-58.91,-41.95,-41.95
97,-75.69,-60.62,-57.95,-41.95,-41.95
98,-68.77,-68.36,-64.17,-41.95,-41.95
99,-58.53,-67.77,-58.48,-41.95,-41.95
100,-71.16,-59.16,-56.25,-41.95,-41.95
101,-62.76,-60.15,-54.72,-41.95,-41.95
102,-72.46,-70.65,-53.92,-41.95,-41.95
103,-70.77,-66.87,-52.03,-41.95,-41.95
104,-68.61,-54.48,-59.6,-41.95,-41.95
105,-71.76,-54.99,-58.41,-41.95,-41.95
106,-83.21,-55.83,-59.6,-41.95,-41.95
107,-65.72,-52.38,-42.14,-41.95,-41.95
108,-68.88,-63.67,-56.96,-41.95,-41.95
109,-84.34,-69.61,-56.15,-41.95,-41.95
110,-68.96,-61.45,-56.11,-41.95,-41.95
111,-55.48,-59.08,-55.65,-41.95,-41.95
112,-60.61,-67.91,-41.46,-41.95,-41.46
113,-58.36,-56.52,-41.46,-41.95,-41.46
114,-59.76,-56.48,-41.46,-41.95,-41.46
115,-71.08,-61.61,-41.46,-41.95,-41.46
116,-70.04,-59.32,-41.46,-41.46,-41.46
117,-55.89,-66.26,-41.46,-41.46,-41.46
118,-68.07,-62.1,-41.46,-41.46,-41.46
119,-58.47,-53.78,-41.46,-41.46,-41.46
120,-68.5,-65.91,-41.46,-41.46,-41.46
121,-66.93,-57.06,-41.46,-41.46,-41.46
122,-57.73,-57.47,-41.46,-41.46,-41.46
123,-85.99,-58.15,-41.46,-41.46,-41.46
124,-73.61,-60.24,-41.46,-41.46,-41.46
125,-53.08,-69.39,-41.46,-41.46,-41.46
126,-56.19,-61.81,-41.46,-41.46,-52.31
127,-70.61,-63.63,-41.46,-41.46,-52.31
128,-62.76,-46.48,-41.46,-41.46,-41.46
129,-59.62,-69.0,-41.46,-41.46,-41.46
130,-71.0,-66.44,-41.46,-41.46,-41.46
131,-86.25,-67.34,-41.46,-41.46,-41.46
132,-68.12,-57.84,-41.46,-41.46,-41.46
133,-64.75,-67.25,-41.46,-41.46,-41.46
134,-76.15,-67.68,-41.46,-41.46,-41.46
135,-66.65,-72.83,-41.46,-41.46,-41.46
136,-61.9,-69.87,-41.46,-41.46,-41.46
137,-87.01,-64.27,-41.46,-41.46,-41.46
138,-59.17,-62.1,-41.46,-41.46,-41.46
139,-75.96,-64.7,-41.46,-41.46,-41.46
140,-61.58,-54.82,-41.46,-41.46,-41.46
141,-71.0,-64.24,-41.46,-41.46,-41.46
142,-72.73,-60.3,-41.46,-41.46,-41.46
143,-71.83,-64.33,-41.46,-41.46,-41.46
144,-73.13,-53.58,-41.46,-41.46,-41.46
145,-74.71,-62.79,-41.46,-41.46,-41.46
146,-60.05,-65.41,-41.46,-41.46,-41.46
147,-59.77,-59.28,-41.46,-41.46,-41.46
148,-63.94,-62.62,-41.46,-41.46,-41.46
149,-72.14,-57.45,-41.46,-41.46,-41.46
150,-65.23,-51.16,-41.46,-41.46,-41.46
151,-61.48,-67.59,-41.46,-41.46,-41.46
152,-66.11,-62.82,-41.46,-41.46,-41.46
153,-59.45,-69.4,-41.46,-41.46,-41.46
154,-58.4,-57.23,-41.46,-41.46,-41.46
155,-70.81,-66.0,-41.46,-41.46,-41.46
156,-66.0,-55.79,-41.46,-41.46,-41.46
157,-67.45,-64.7,-41.46,-41.46,-41.46
158,-63.36,-55.04,-41.46,-41.46,-41.46
159,-73.0,-57.05,-41.46,-41.46,-41.46
160,-70.01,-59.02,-41.46,-41.46,-41.46
161,-69.95,-65.26,-41.46,-41.46,-41.46
162,-78.49,-67.62,-41.46,-41.46,-41.46
163,-60.89,-59.22,-41.46,-41.46,-41.46
164,-55.74,-50.81,-41.46,-41.46,-41.46
165,-64.86,-59.28,-41.46,-41.46,-41.46
166,-64.4,-59.53,-41.46,-41.46,-41.46
167,-61.59,-60.84,-41.46,-41.46,-41.46
168,-56.75,-49.24,-41.46,-41.46,-41.46
169,-58.09,-57.14,-41.46,-41.46,-41.46
170,-70.05,-59.15,-41.46,-41.46,-41.46
171,-70.09,-61.8,-41.46,-41.46,-41.46
172,-54.66,-55.25,-41.46,-41.46,-41.46
173,-71.43,-74.43,-41.46,-41.46,-41.46
174,-64.73,-50.57,-41.46,-41.46,-41.46
175,-71.73,-58.48,-41.46,-41.46,-41.46
176,-84.23,-55.04,-41.46,-41.46,-41.46
177,-62.11,-77.57,-41.46,-41.46,-41.46
178,-75.23,-70.08,-41.46,-41.46,-41.46
179,-59.65,-69.5,-41.46,-41.46,-41.46
180,-57.61,-62.19,-41.46,-41.46,-41.46
181,-70.67,-68.81,-41.46,-41.46,-41.46
182,-68.44,-65.47,-41.46,-41.46,-41.46
183,-75.53,-55.42,-41.46,-41.46,-41.46
184,-83.34,-55.64,-41.46,-41.46,-41.46
185,-66.86,-71.7,-41.46,-41.46,-41.46
186,-80.87,-59.79,-41.46,-41.46,-41.46
187,-74.61,-63.09,-41.46,-41.46,-41.46
188,-71.41,-60.09,-41.46,-41.46,-41.46
189,-75.73,-61.03,-41.46,-41.46,-41.46
190,-68.36,-71.28,-41.46,-41.46,-41.46
191,-63.76,-57.06,-41.46,-41.46,-41.46
192,-63.68,-66.05,-41.46,-41.46,-41.46
193,-53.98,-74.21,-41.46,-41.46,-41.46
194,-53.95,-75.89,-41.46,-41.46,-41.46
195,-55.19,-68.1,-41.46,-41.46,-41.46
196,-62.89,-57.35,-41.46,-41.46,-41.46
197,-61.08,-48.57,-41.46,-41.46,-41.46
198,-55.7,-57.07,-41.46,-41.46,-41.46
199,-62.69,-71.84,-41.46,-41.46,-41.46
200,-61.15,-68.44,-41.46,-41.46,-41.46
